FFT: Time - Frequency (Hz),FFT: Acceleration 2 - FFT,FFT 2: Acceleration 1 - FFT
1.2109375,0.009172219,0.054789654
1.23046875,0.015475701,0.070764703
1.25,0.004115398,0.07270702
1.26953125,0.016614326,0.060674628
1.2890625,0.023233335,0.042850189
1.30859375,0.023304625,0.030779729
1.328125,0.032972725,0.024307904
1.34765625,0.035238223,0.015895328
1.3671875,0.029750854,0.013900295
1.38671875,0.026617283,0.023031554
1.40625,0.028677534,0.029501747
1.42578125,0.039945831,0.033659738
1.4453125,0.060344316,0.0459065
1.46484375,0.069786842,0.06175548
1.484375,0.054451382,0.058982009
1.50390625,0.03232092,0.03466797
1.5234375,0.056198287,0.025458433
1.54296875,0.076684091,0.025900521
1.5625,0.048607061,0.062420265
1.58203125,0.029414039,0.167971828
1.6015625,0.109813911,0.280562068
1.62109375,0.137004292,0.339011315
1.640625,0.093069963,0.309795516
1.66015625,0.026449468,0.212829375
1.6796875,0.041406221,0.115105925
1.69921875,0.041416373,0.088661248
1.71875,0.03623442,0.08628397
1.73828125,0.042715566,0.058955418
1.7578125,0.032216877,0.026215262
1.77734375,0.020107848,0.008878735
1.796875,0.026346731,0.022416454
1.81640625,0.025196509,0.040140299
1.8359375,0.016095769,0.044655454
1.85546875,0.020582811,0.03789373
1.875,0.043669807,0.027867191
1.89453125,0.056715625,0.022966218
1.9140625,0.049548758,0.026752251
1.93359375,0.043964079,0.033865439
1.953125,0.054630515,0.040318645
1.97265625,0.060344668,0.041437802
1.9921875,0.052069538,0.045730433
2.01171875,0.038301788,0.056017789
2.03125,0.035185428,0.067054185
2.05078125,0.03003922,0.066276797
2.0703125,0.036165951,0.057315168
2.08984375,0.095063543,0.123785733
2.109375,0.156529557,0.211174223
2.12890625,0.181309304,0.271417531
2.1484375,0.167044867,0.280076947
2.16796875,0.145142936,0.217029071
2.1875,0.133112271,0.14856786
2.20703125,0.119610711,0.16325147
2.2265625,0.087864691,0.167592189
2.24609375,0.042997698,0.139900279
2.265625,0.014897858,0.107760579
2.28515625,0.016171349,0.067597376
2.3046875,0.028801451,0.025676456
2.32421875,0.032492002,0.047793477
2.34375,0.047160415,0.078974206
2.36328125,0.053055042,0.090878837
2.3828125,0.035427008,0.08201598
2.40234375,0.03698163,0.056083282
2.421875,0.052110812,0.026863185
2.44140625,0.050020946,0.024394899
2.4609375,0.046966702,0.041930101
2.48046875,0.062541746,0.089375798
2.5,0.070468501,0.142241614
2.51953125,0.047473372,0.159649057
2.5390625,0.00827076,0.130462934
2.55859375,0.061633924,0.09481089
2.578125,0.079018744,0.106167793
2.59765625,0.03832778,0.118650159
2.6171875,0.036792609,0.126060215
2.63671875,0.104179959,0.197282134
2.65625,0.155385843,0.260124192
2.67578125,0.197625222,0.215396214
2.6953125,0.207659594,0.106487302
2.71484375,0.171987072,0.181447832
2.734375,0.125212458,0.253456552
2.75390625,0.114976448,0.231173002
2.7734375,0.110484851,0.162936018
2.79296875,0.08268095,0.097732898
2.8125,0.056149852,0.046946783
2.83203125,0.035238688,0.012653158
2.8515625,0.010803848,0.03560664
2.87109375,0.023683337,0.065795997
2.890625,0.035128265,0.086310218
2.91015625,0.040584055,0.082517105
2.9296875,0.025615309,0.05452766
2.94921875,0.005615019,0.016100153
2.96875,0.021768048,0.02379437
2.98828125,0.021071541,0.053223041
3.0078125,0.042798406,0.083033843
3.02734375,0.054200202,0.118533162
3.046875,0.039011206,0.139960091
3.06640625,0.022149032,0.130473468
3.0859375,0.054246071,0.11257909
3.10546875,0.081267015,0.121425391
3.125,0.070072513,0.136475454
3.14453125,0.014108139,0.150446111
3.1640625,0.064812213,0.17139539
3.18359375,0.125801248,0.16486248
3.203125,0.135760549,0.107601704
3.22265625,0.090250223,0.022756192
3.2421875,0.014075422,0.048497598
3.26171875,0.057706487,0.087052479
3.28125,0.097913183,0.108131771
3.30078125,0.100098707,0.112832455
3.3203125,0.077862127,0.081394908
3.33984375,0.061347907,0.029569974
3.359375,0.064007126,0.053280411
3.37890625,0.058330133,0.086586625
3.3984375,0.035330869,0.094744776
3.41796875,0.025257733,0.082636966
3.4375,0.027131489,0.065755218
3.45703125,0.008806695,0.063438141
3.4765625,0.014717327,0.06064591
3.49609375,0.017136257,0.047070567
3.515625,0.021681,0.045461163
3.53515625,0.053145258,0.058135782
3.5546875,0.070246143,0.069380893
3.57421875,0.060581689,0.070978369
3.59375,0.03423852,0.057603692
3.61328125,0.00513153,0.043224293
3.6328125,0.023291924,0.044720651
3.65234375,0.033889728,0.055878345
3.671875,0.03707864,0.087791044
3.69140625,0.059298522,0.120583409
3.7109375,0.077661612,0.134478794
3.73046875,0.077315082,0.137872741
3.75,0.067227512,0.143308558
3.76953125,0.073026829,0.158092358
3.7890625,0.100447126,0.17197142
3.80859375,0.121686667,0.155958134
3.828125,0.115528854,0.107063132
3.84765625,0.083024982,0.052872573
3.8671875,0.05028928,0.023694897
3.88671875,0.046063693,0.032307607
3.90625,0.048165008,0.04008802
3.92578125,0.038885232,0.043012835
3.9453125,0.025236248,0.051382629
3.96484375,0.015555494,0.05925453
3.984375,0.010544119,0.057516271
4.00390625,0.018086384,0.052161841
4.0234375,0.025728601,0.047781892
4.04296875,0.012836616,0.039082357
4.0625,0.015680477,0.03200515
4.08203125,0.035348437,0.037552601
4.1015625,0.041352297,0.047985298
4.12109375,0.044987564,0.052474298
4.140625,0.041826339,0.0421365
4.16015625,0.037087556,0.02396987
4.1796875,0.036453876,0.04609825
4.19921875,0.027938363,0.066115077
4.21875,0.013790753,0.06461386
4.23828125,0.040893741,0.063018193
4.2578125,0.070184466,0.056284695
4.27734375,0.077953437,0.031904292
4.296875,0.065273106,0.026921701
4.31640625,0.057284344,0.033344505
4.3359375,0.08017226,0.047448035
4.35546875,0.098525202,0.0759462
4.375,0.085192553,0.09145567
4.39453125,0.052440356,0.094515872
4.4140625,0.033263565,0.095001858
4.43359375,0.030549915,0.08671158
4.453125,0.023791688,0.060603594
4.47265625,0.013590314,0.021309538
4.4921875,0.011642298,0.017842331
4.51171875,0.016964645,0.046948516
4.53125,0.01508145,0.060103236
4.55078125,0.009049796,0.054728002
4.5703125,0.009139756,0.037524834
4.58984375,0.01860976,0.020660855
4.609375,0.025657549,0.010734142
4.62890625,0.01898682,0.006294026
4.6484375,0.029286258,0.011193127
4.66796875,0.045043249,0.024766488
4.6875,0.036459475,0.037082485
4.70703125,0.032718991,0.039674049
4.7265625,0.053690724,0.03357601
4.74609375,0.052277652,0.029503474
4.765625,0.028192852,0.023922025
4.78515625,0.028416884,0.002466046
4.8046875,0.048999642,0.034473574
4.82421875,0.057385486,0.069767685
4.84375,0.049271296,0.087959019
4.86328125,0.030283283,0.084579002
4.8828125,0.037634077,0.064508488
4.90234375,0.060471827,0.04391025
4.921875,0.066163788,0.04983996
4.94140625,0.053648244,0.063171539
4.9609375,0.035445801,0.063252321
4.98046875,0.022920608,0.050795764
5,0.016278657,0.033513368
5.01953125,0.012202621,0.027883816
5.0390625,0.009367739,0.035890235
5.05859375,0.006552187,0.040204744
5.078125,0.008825755,0.037395411
5.09765625,0.012749806,0.028902849
5.1171875,0.016736202,0.016701617
5.13671875,0.016882536,0.016424443
5.15625,0.005659598,0.033593385
5.17578125,0.016934964,0.049664279
5.1953125,0.03299352,0.060300375
5.21484375,0.028120723,0.065472037
5.234375,0.007221544,0.065270042
5.25390625,0.02663511,0.059245634
5.2734375,0.041550935,0.050448065
5.29296875,0.037268133,0.046785023
5.3125,0.017394869,0.04589556
5.33203125,0.017270654,0.036680045
5.3515625,0.036302077,0.021475568
5.37109375,0.041937266,0.013188057
5.390625,0.040093816,0.002997679
5.41015625,0.042760797,0.017448108
5.4296875,0.047048885,0.036198621
5.44921875,0.044936216,0.040331743
5.46875,0.035448351,0.028679205
5.48828125,0.022648175,0.012698259
5.5078125,0.009751978,0.009150756
5.52734375,0.004390899,0.00732199
5.546875,0.017377753,0.010887492
5.56640625,0.026016882,0.018746465
5.5859375,0.024387855,0.020076941
5.60546875,0.011149096,0.019097447
5.625,0.008442018,0.018274846
5.64453125,0.017896732,0.013154335
5.6640625,0.015201887,0.010564459
5.68359375,0.00581661,0.020862829
5.703125,0.010573321,0.031639822
5.72265625,0.017043919,0.037099486
5.7421875,0.017750453,0.036057406
5.76171875,0.014861377,0.029205313
5.78125,0.011777606,0.019259816
5.80078125,0.017443828,0.016338926
5.8203125,0.02489248,0.028868421
5.83984375,0.025273326,0.04150025
5.859375,0.019844613,0.043195974
5.87890625,0.014399361,0.033579
5.8984375,0.011991364,0.020044741
5.91796875,0.008015458,0.008920005
5.9375,0.004564423,0.013864765
5.95703125,0.019324309,0.022089798
5.9765625,0.030581151,0.022372467
5.99609375,0.031028399,0.016963154
6.015625,0.021296662,0.011411737
6.03515625,0.012419695,0.008444523
6.0546875,0.013636741,0.008114925
6.07421875,0.013818156,0.011111555
6.09375,0.009300092,0.017005121
6.11328125,0.006769304,0.021038573
6.1328125,0.005407511,0.018796252
6.15234375,0.006665951,0.016481032
6.171875,0.01793268,0.021656174
6.19140625,0.022830435,0.022005136
6.2109375,0.019858843,0.015243661
6.23046875,0.01315447,0.016255801
6.25,0.005382585,0.024554226
6.26953125,0.007981485,0.029427755
6.2890625,0.012143818,0.029066612
6.30859375,0.01027311,0.022699778
6.328125,0.010284789,0.011350354
6.34765625,0.013118347,0.003484461
6.3671875,0.008230029,0.011177549
6.38671875,0.008420911,0.018688205
6.40625,0.0190152,0.024725746
6.42578125,0.020655995,0.025495293
6.4453125,0.014050196,0.020926039
6.46484375,0.008704006,0.01606305
6.484375,0.012688278,0.017212743
6.50390625,0.019284219,0.023458254
6.5234375,0.022442449,0.027497842
6.54296875,0.020148279,0.023759609
6.5625,0.014945539,0.013048768
6.58203125,0.010574931,0.004425472
6.6015625,0.008085159,0.008520733
6.62109375,0.006131615,0.009752474
6.640625,0.004957239,0.008742461
6.66015625,0.005431211,0.010647838
6.6796875,0.007520797,0.016198913
6.69921875,0.011527296,0.021424528
6.71875,0.013026943,0.023209347
6.73828125,0.011909603,0.02069036
6.7578125,0.013040293,0.015793592
6.77734375,0.01318275,0.012404566
6.796875,0.009143282,0.011415661
6.81640625,0.006117178,0.009596087
6.8359375,0.005937892,0.004615325
6.85546875,0.003184392,0.00328044
6.875,0.007881501,0.010350934
6.89453125,0.013351102,0.012165944
6.9140625,0.013862427,0.008900867
6.93359375,0.011743964,0.00589614
6.953125,0.011641815,0.005713425
6.97265625,0.012778329,0.007299615
6.9921875,0.012778869,0.009019372
7.01171875,0.010121089,0.008524314
7.03125,0.006222468,0.005950751
7.05078125,0.00557309,0.0036913
7.0703125,0.003815796,0.006919799
7.08984375,0.002492609,0.010496253
7.109375,0.007168909,0.011183841
7.12890625,0.006779748,0.009646737
7.1484375,0.001491667,0.007247354
7.16796875,0.00438432,0.004082801
7.1875,0.006691934,0.001056625
7.20703125,0.007012379,0.002449166
7.2265625,0.008058652,0.00406947
7.24609375,0.008804431,0.004968825
7.265625,0.007190039,0.004709139
7.28515625,0.00280159,0.00322653
7.3046875,0.003253329,0.002265764
7.32421875,0.006387404,0.00496773
7.34375,0.00647976,0.008572623
7.36328125,0.004283691,0.011175361
7.3828125,0.000784806,0.011765518
7.40234375,0.002972897,0.009891766
7.421875,0.00563608,0.005940789
7.44140625,0.007024421,0.001437881
7.4609375,0.0077864,0.003439492
7.48046875,0.007942423,0.005432429
7.5,0.007664018,0.004497028
7.51953125,0.007614655,0.002763604
7.5390625,0.007030655,0.0045714
7.55859375,0.00496633,0.00585466
7.578125,0.002227053,0.004330689
7.59765625,0.001703032,0.001656102
7.6171875,0.003574098,0.002564813
7.63671875,0.006005942,0.002350848
7.65625,0.008570027,0.001225132
7.67578125,0.009333519,0.002893009
7.6953125,0.006603672,0.004554241
7.71484375,0.002170582,0.005315032
7.734375,0.005081314,0.004679081
7.75390625,0.006751791,0.002666401
7.7734375,0.004904333,0.000865098
7.79296875,0.001361101,0.001048734
7.8125,0.001953021,0.002547912
7.83203125,0.003013573,0.003233683
7.8515625,0.001338153,0.002950601
7.87109375,0.00170646,0.003603215
7.890625,0.0036149,0.004124226
7.91015625,0.003198592,0.004656828
7.9296875,0.002079697,0.006305946
7.94921875,0.002637996,0.007926399
7.96875,0.003148809,0.008752124
7.98828125,0.003340371,0.008448833
8.0078125,0.0030687,0.006460575
8.02734375,0.002580758,0.003089845
8.046875,0.002530769,0.001054884
8.06640625,0.001666514,0.003040541
8.0859375,0.000619503,0.00428228
8.10546875,0.002084182,0.004961883
8.125,0.00364469,0.004906176
8.14453125,0.005318988,0.003461254
8.1640625,0.006270708,0.001419566
8.18359375,0.006313302,0.002553762
8.203125,0.005523078,0.003489815
8.22265625,0.004206973,0.002642318
8.2421875,0.003019298,0.000578132
8.26171875,0.002350862,0.003057134
8.28125,0.002594945,0.005080112
8.30078125,0.00236792,0.004750245
8.3203125,0.001386064,0.002616026
8.33984375,0.001528165,0.001512641
8.359375,0.002579863,0.002217693
8.37890625,0.003071228,0.002166637
8.3984375,0.002700973,0.001582591
8.41796875,0.002486306,0.001224248
8.4375,0.002827721,0.001365139
8.45703125,0.002352342,0.001678948
8.4765625,0.002093472,0.001955661
8.49609375,0.003511613,0.002648426
8.515625,0.004116694,0.003857746
8.53515625,0.003442603,0.004725922
8.5546875,0.002985648,0.004567907
8.57421875,0.003474136,0.003493199
8.59375,0.003387403,0.002110611
8.61328125,0.002472415,0.000793741
8.6328125,0.001630213,0.000971604
8.65234375,0.000924239,0.002051313
8.671875,3.21E-05,0.002637202
8.69140625,0.000643715,0.002488836
8.7109375,0.000664696,0.001897333
8.73046875,0.000762721,0.001972262
8.75,0.001314815,0.002468411
8.76953125,0.001313692,0.002515966
8.7890625,0.001050968,0.002151353
8.80859375,0.001121883,0.001571431
8.828125,0.001051117,0.000803542
8.84765625,0.000686964,0.001256085
8.8671875,0.000284357,0.002595684
8.88671875,0.000344683,0.003269355
8.90625,0.001032981,0.002986852
8.92578125,0.001171512,0.00220916
8.9453125,0.000679389,0.001532397
8.96484375,0.000371303,0.001287064
8.984375,0.00033945,0.001451269
9.00390625,0.000383455,0.001413247
9.0234375,0.000901009,0.000792954
9.04296875,0.001078038,0.000546704
9.0625,0.001247917,0.001079099
9.08203125,0.001506726,0.001106167
9.1015625,0.001466565,0.000995829
9.12109375,0.001209173,0.001033863
9.140625,0.00097822,0.000950907
9.16015625,0.000823262,0.000790745
9.1796875,0.000606537,0.000790076
9.19921875,0.000179588,0.000950186
9.21875,0.000333698,0.001027599
9.23828125,0.000640104,0.000822447
9.2578125,0.000856102,0.000314183
9.27734375,0.001315201,0.000426101
9.296875,0.001591044,0.000906682
9.31640625,0.001329685,0.000984822
9.3359375,0.000732592,0.0007526
9.35546875,0.000273535,0.000545428
9.375,0.000243643,0.000531392
9.39453125,0.000276006,0.000552389
9.4140625,0.00026581,0.000530637
9.43359375,0.000240662,0.000499608
9.453125,0.000232885,0.00045949
9.47265625,0.000205083,0.000327085
9.4921875,0.000119951,8.70E-05
9.51171875,0.000104094,0.000181043
9.53125,0.000120162,0.00027962
9.55078125,0.000104391,0.000221155
9.5703125,0.000118507,0.000117991
9.58984375,7.74E-05,7.35E-05
9.609375,3.65E-05,6.37E-05
9.62890625,9.14E-05,5.78E-05
9.6484375,9.50E-05,6.64E-05
9.66796875,8.81E-05,8.66E-05
9.6875,8.94E-05,9.66E-05
9.70703125,9.88E-05,8.64E-05
9.7265625,0.00010569,5.56E-05
9.74609375,7.05E-05,4.76E-05
9.765625,1.70E-05,6.66E-05
9.78515625,5.97E-05,5.75E-05
9.8046875,8.82E-05,2.48E-05
9.82421875,9.65E-05,1.43E-05
9.84375,8.33E-05,2.81E-05
9.86328125,5.31E-05,2.31E-05
9.8828125,2.33E-05,7.84E-06
9.90234375,8.21E-06,6.00E-06
9.921875,3.01E-06,1.12E-05
9.94140625,2.47E-06,9.46E-06
9.9609375,4.43E-06,5.29E-06
9.98046875,2.90E-06,2.09E-06
